Tweet,Target,Stance
"#Democrats REALLY think they can: Stop tornadoes, floods, hurricanes, forest fires, hot days, excessive snowfall, #GunViolence , murder, old age, cancer (#JoeBiden WILL cure cancer for your vote) melting ice and all forms of pollution YET they cannot figure out how to create jobs",Joe Biden,FAVOR
"PLEASE JOE, you have to testify. I'd love to hear the stories of real corruption from the previous administration that you will tell us.",Joe Biden,FAVOR
"I am not well versed on how many African American Female Judges there are currently who would be extraordinary justices. So while I dont disagree with you I think there may be current judges who are more deserving? Lets get #Biden elected first, deal?",Joe Biden,AGAINST
Happy Thanksgiving to you Vice-president Joe Biden and also to your loved ones.,Joe Biden,FAVOR
"Democratic Debates, Congress in Ghana & #Elections2020 @tonetalks discusses the recent Democratic debates with Political Commentator Yvette Carnell. @BreakingBrown @TheBlackCaucus @SpeakerPelosi @marwilliamson @KamalaHarris @JoeBiden @TulsiGabbard @ewarren",Joe Biden,NONE
Biden on war - should not have combat troops in Afghanistan #DemDebates #DemBebate #DemocraticDebate #DemocraticDebates #PresidentialDebates,Joe Biden,FAVOR
"When #JoeBiden starts rambling and then says Look... and then pauses, hes getting ready to NOT answer the question asked. #DemDebate",Joe Biden,AGAINST
"the president, whom prides himself on his petty nicknames, saw his possible opponent, whom has a long public history of being handsy and creepy with women and thought to call him ""sleepy."" Sleepy goddamn joe. #MondayMotivation #Biden #Creepy #nothingworks",Joe Biden,AGAINST
Worst school shooting in US history happened on Obama/Biden watch in 2012,Joe Biden,AGAINST
"He surely did, and he surely deserved it. @JoeBiden had me in a puddle of tears. A beautiful tribute.",Joe Biden,FAVOR
Your comments about Joe Biden on pre-debate program smack of ageism. Whats wrong with being old?,Joe Biden,FAVOR
Im not surprised that #Biden is doing so well with black voters because the moment he launch my father in law a union guy said he will vote for him. #BlueWave2020,Joe Biden,FAVOR
"@JoeBiden @SenWarren @SenSchumer @SenBillNelson @tedlieu @RepMaxineWaters @BetoORourke @ChrisCuomo @donlemon @FareedZakaria @GeraldoRivera @MichaelAvenatti The first is, he did NOT stand a chance in the Democratic Party. Nationalism needs a Host to thrive on like Parasites.",Joe Biden,FAVOR
"That mug is one of the saddest things I've ever seen. Proof that liberals can't meme. Keep defending #creepyJoeBiden. Y'know, the guy who complimented a 14 year old girl on the size of her breasts.",Joe Biden,AGAINST
".@JoeBiden I think you are watching tonight #demdebate. You know what would be awesome? If you talked about HIV, immigration #endfamilyseparation, especially based on HIV status.",Joe Biden,FAVOR
@JoeBiden - how do you explain all these videos that show you making children very uncomfortable?,Joe Biden,AGAINST
"Do it #MalarkeyJoe, do it!! Tell people you don't think their health is important to you. Tell people you care more about lobbyist money than their family's medical needs. Tell people who you are, Joe! Do it!! #MedicareForAll",Joe Biden,AGAINST
I want a woman president so bad but Joe Biden ass in the way #DemocraticDebate,Joe Biden,AGAINST
Nine Democratic Presidential Candidates Discuss LGBT Issues On Prime Time #lgbt #Election2020 .@PeteButtigieg @EWarren @JoeBiden @BetoORourke,Joe Biden,NONE
.@JoeBiden says no man has a right to put a hand on a woman without her knowing consent #Election2020 cc @LucyFlores,Joe Biden,FAVOR
...Otherwise this would have gone on quietly and never been heard about unless they found something to indict #Biden to #Ukraine corruption in which case it would be right and just for the public to know about it,Joe Biden,AGAINST
"@JoeBiden is a typical #Democrat always trying to rewrite history, the #Obama administration was the worse since #jimmycarter Joe Biden Admits A Lot of People Were Left Behind During the Obama Years",Joe Biden,AGAINST
Uncle #JoeBiden I mailed a packet to aunt @NancyPelosi #NancyPelosi it has the motives in the packet from theft of living WILLS &amp; inventions yes I'm still interested in selling the identity theft invention the business deal has to be done with me &amp; PayStar the board of directors,Joe Biden,AGAINST
"Hes grown so accustomed to the media suppressing the TRUTH about him, he cant understand why they are allowing it now. Hint, you are NOT the democrat golden child anymore Joe. Youre an inconvenience they no longer need.",Joe Biden,AGAINST
"And why do we care about @joekennedy running for the #Senate , long after his great-great-grandfather, Honey Fitz, was in the House?",Joe Biden,NONE
"He didnt listen to MY tweet. I told him straight out to back off of women & children. He doesnt even stop when they pull away from him - & some kids are CRYING! What do they have to do - knee him in the balls??? BIDEN - FU, you SEXUAL PREDATOR!!! Does THAT get thru NOW???",Joe Biden,AGAINST
"Thank you @JoeBiden for being a voice, a beacon, hope for so many. #VAWA",Joe Biden,FAVOR
When Biden officially lost me was when he said marijuana should just be a misdemeanor. It should be legal and off the controlled substance list. For sooo many reasons twitter doesn't have enough characters #DemocraticDebate,Joe Biden,AGAINST
"For one thing: Politically inept. #Biden should jump at the chance to grandstand &amp; holler at the GOP in front of the cameras. Old Biden would have, but maybe the campaign is rightly afraid he cant keep up &amp; the confused anecdotes/ramblings will sink him.",Joe Biden,AGAINST
"Actually, it was more than her 'hair.' ""He proceeded to plant a big slow kiss on the back of my head."" Would you be OK with @JoeBiden planting big slow kisses on the back of your head? Normalizing sexual harassment is not helping you or @JoeBiden. #BidenAssault #NoBiden",Joe Biden,AGAINST
"Meanwhile, Bloombergs aides have continued asking around for intel on what Biden will do, believing theres likely only room in the race for one of them. #MichaelBloomberg @JoeBiden",Joe Biden,AGAINST
"No, we can't have ol' #Biden in the white house, we need somebody innovative, young and strong, Somebody truelly capable of pulling the country out of it's 19th century pattern of thinking.",Joe Biden,AGAINST
"Adult women one thing, children something much worse. There's dozens of C-SPAN videos of #Biden as VP fondling and inappropriatley touching young girls during Congressional swearing-in ceremonies. He's sick and won't be able to control himself for long stretches.",Joe Biden,AGAINST
"We Democrats and we Independents have to choose hope over fear, unity over division, and maybe most importantly, truth over lies"" #JoeBiden says to huge applause at rally in #Pittsburgh #election2020",Joe Biden,FAVOR
"In Colorado, Florida, Texas... the people said, ""That can't happen here"" and children were slaughtered. In America, we are saying ""That can't happen here"" and an Authoritarian regime is taking control of our government. @POTUS44 @HillaryClinton @JoeBiden @BillClinton @JoeNBC",Joe Biden,NONE
"Wait wait wait.... yall mother fuckers were saying #JoeBiden? This whole time I think we were talking about broadcaster, cultural critic and media personality @JoeBudden! Shiiit!!!! No I will not support that handsy neo-lib Biden! Joe Budden you are still cool though, bro.",Joe Biden,AGAINST
"@JoeBiden @RealJamesWoods Yes, he is a tired old fart. But his mouth offers more fun than the clown car at the circus (comparison of Joe to a circus it intentional).",Joe Biden,AGAINST
"WHY DID YOU ENDORSE @andrewcuomo ? HE TAKES CAMPAIGN DONATIONS TO DROP CHARGES AGAINST RICH CRIMINALS LIKE WEINSTEIN. GET RIGHT OR GET OUT, JOE.",Joe Biden,AGAINST
"I'm proud of the @bidenfoundation, @YMCA &amp; @joebiden for working on this very important issue.",Joe Biden,FAVOR
Are they the ones #JoeBiden talked about putting back in chains or the Indians that own 7 elevens? Hes been yelling and doing nothing but playing politics for over 25 years.,Joe Biden,FAVOR
Well Joe cant get the words right and they usually come before actions,Joe Biden,AGAINST
Replace this clip of Biden with a clip of Hillary talking about carrying hot sauce with her everywhere she goes on a radio interview... Same damn thing.,Joe Biden,AGAINST
"Im #TeamJoe, &amp; I dont particularly have an issue w what he said, more w how he said it. I dont smoke, never have, so I dont have a in this fight. The gateway drug excuse is lazy. If states want to legalize pot, ok. The fed govt should just let the states do their thing.",Joe Biden,FAVOR
Joe Walshs book is now out. Its a great read and you can buy it on Amazon. #politics #2020Elections,Joe Biden,NONE
Joe Biden has always been a hypocrite as well as a extremely corrupt lying SNAKE ! If you are looking for Deep State or a Swamp Critter...Look No Further Than Good-O-Joe!,Joe Biden,AGAINST
"We don't consider healthcare for all and a living wage to be ""malarkey"" Joe. Good talk.",Joe Biden,AGAINST
What 74 former #Biden staffers think about Tara Reades allegations | PBS NewsHour,Joe Biden,AGAINST
"Hes such a tough guy, huh? #JoeBiden is a pandering old fool. He doesnt have IT. He will be another week president but hes not gonna make it that far. Its over Joe. Go lay down. Your services are not needed.",Joe Biden,NONE
I was in Iowa for Chris Dodd and @JoeBiden did the same,Joe Biden,FAVOR
You tweeted like 2 days ago that you get creeped out by men walking behind you and appreciate it when they cross the street and you'd have no problem with Biden rubbing your shoulders and smelling your hair?,Joe Biden,AGAINST
You got me. Ill vote blue no matter who but Im confused about all this interest in Biden.,Joe Biden,FAVOR
Joe Biden said he would pick a woman as his running mate. Here's who could be on his list - CNNPolitics - #JoeBiden #Presidential #Primary #2020race #democrat #vp #runningmate #woman #femalevp #cnn,Joe Biden,FAVOR
"Thinking of @JoeBiden @DrBiden &amp; the entire Biden family today - four years after the passing of their son Beau. You are a wonderful, resilient family and your strength through pain continues to inspire me every day.",Joe Biden,FAVOR
@JoeBiden our next president. The real First Lady will be @DrBiden.,Joe Biden,FAVOR
Normally I enjoy following @CoryBooker but these @JoeBiden attacks just make my eyes roll. Its a negative strategy yielding negative results. At least go down being yourself Senator - a classy guy who uplifts people. Our primary&amp;party need you to move on #JoeBiden #Election2020,Joe Biden,FAVOR
"Joe, you have to run for POTUS in 2020 and save our Democracy.",Joe Biden,NONE
"Im always amazed at how often branding professionals miss the mark in this way. While this is not a political post... Its hard not to just see Still Lie Remember, its not what you want to say that matters, its what people hear (and see!) #JoeBiden #DemocraticDebate",Joe Biden,NONE
Joe doesn't have many brain cells left & he will never be able to come up with any working policy that will make it any better than it is doing now. Look at bad years from 2008 to 2016.,Joe Biden,AGAINST
"Dear @JoeBiden: That you believe you haven't done anything inappropriate -- after *years* of us telling you you're being inappropriate -- IS A BIG FUCKING PROBLEM! Your time in politics is over; go away, please. Oh, and keep at least 3 feet away from women who aren't family!",Joe Biden,AGAINST
