Tweet,Target,Stance
Getting promoted or fired. Wont be around for #DemDebate2. I will miss all of your jokes and memes tremendously and will check tonight or tomorrow! Give 'em hell (or progress)!! @BernieSanders @ewarren,Bernie Sanders,FAVOR
"So, #Bernie supporter are promoting the unification of labor forces and govt to eliminate capitalism? via @YouTube",Bernie Sanders,FAVOR
Bernies done well tonight. But keep thinking that hes satirizing Larry David satirizing him. #DemocraticDebate,Bernie Sanders,NONE
"In 1963, President Harry S. Truman published an op-ed in The Washington Post arguing that the CIAs operational wing should be closed down and that the organization should be reduced to an information-gathering organization. #BernieSanders #CIA",Bernie Sanders,NONE
"Bernie #Sanders on @maddow said Elizabeth...and our tax on the rich ... he didnt have a plan, still doesnt have a plan for paying for it! Also, the Coronavirus will be paid by Medicare, Medicaid &amp; counties...and it was through an #ACA provision! @maddow #SaveACA",Bernie Sanders,AGAINST
Bernies family. Bernie lost his parents at such a young age and money was always a concern for their family. The idea of healthcare as a human right was with him ever since. #BernieSanders #CaliforniaForBernie,Bernie Sanders,FAVOR
What Bernie doesn't know is that many more millions like me were effectually thrown off Obamacrap due to its unaffordable premium prices and loss of insurers. Only the poor and low income have individual insurance because the government pays the subsidy.,Bernie Sanders,AGAINST
How on earth do you go from being a Black Panther to supporting the most ardent stop-and-frisk proponent and oligarch. Credit to @CornelWest for being as always kind and diplomatic but what Bobby Rush is doing here is so sad.#BernieWillWin,Bernie Sanders,FAVOR
"I might lose followers b/c of this post, but Im doing it anyway. Fact: Bernie Sanders has continuously failed to release tax returns Fact: Bernie Sanders isnt a Democrat Who do many Dems still support him despite those facts... & cant we do better than him!? #Election2020",Bernie Sanders,AGAINST
They can't find any real dirt to smear #BernieSanders with so they are desperately throwing out just any bullshite to see if it'll stick.,Bernie Sanders,FAVOR
Looks like Bernie Sanders supporters are awake if the top trending topic in the US is any indication. #DemocraticDebate,Bernie Sanders,NONE
"Apparently, #BernieSanders hired his wife to schedule all of his ad buys. This means Bernie gets to keep 15% of his campaign's ad budget for himself legally.",Bernie Sanders,AGAINST
"It appears most of its business was shifted into Old Towne, which billed the Sanders campaign $82,773,463 by the end of May.,, Because of the pay structure of media buying, that yielded an eight-figure payday shared by two firms: Old Towne Media and Devine Mulvey Longabaugh.",Bernie Sanders,NONE
#IamTulsi *#TULSI quit as co-chair of #DNC to support #BernieSanders *DNC fought in Court against BERNIE SUPPORTERS -that the DNC reserves the right to CHOOSE their nominee... So... WHERE WAS #BERNIE THEN? So... WHERE IS BERNIE NOW? HMM...,Bernie Sanders,AGAINST
What did Elizabeth Warren just say to Bernie Sanders as they were leaving the debate stage? It didnt look like a friendly conversation. #cnn #DemocraticDebate,Bernie Sanders,NONE
"Thank you for answering my question!!! If she's not happy with the Democratic party, maybe she and non-democratic @BernieSanders should start their own party. Is it the Revolution party or something starting Nina Turner???",Bernie Sanders,FAVOR
"side note from my usual kpop shit, but some states have elections tomorrow and im just here to remind u to #Bernie yall",Bernie Sanders,FAVOR
"Mayor de Blasio good seeing you lying your ass off to #SeanHannity,you conveniently forgot to mention #VladimirPutin's video of #BernieSanders at a ski lodge sona party sipping vodka with Russian whores,&amp; I hear tell there's even a little boy on boy action going on,&amp; who knows.",Bernie Sanders,AGAINST
Yall make me sick with this #BernieSanders shit. If you spent 40 years in the same job and have no significant impact and people dont particularly like working with you...what does that say? Also name something significant Sanders has done for people of color and women.,Bernie Sanders,AGAINST
With #PeteButtigieg at under 8% and #BernieSanders over 55% shouldn't Pete be doing a victory speech any second? lol. #NevadaCaucuses,Bernie Sanders,FAVOR
Sanders had nothing to do with Guilliam's win. He did it on his own.,Bernie Sanders,AGAINST
"that's right, the working men & women of America will vote 4 the Democrat #Bernie is 1 of them #WeThePeople #America #resist #stayhome #Teamsters #DAV #VFW #UnionStrong #Dems #DonTheCon #drumpfsucks #IBEW #AllAmericans #drumpfmafia #drumpfnazi #ADA #VoteBlueNoMatterWho2020",Bernie Sanders,NONE
What were Warren and Bernie talking about after the debate #DemocraticDebate,Bernie Sanders,NONE
"Speaking of truth, can you try to explain what no other #Bernie supporter has been able to do? If @BernieSanders was serious about the Presidency in 2016, why didnt he fill out the necessary paperwork? And in this case I mean his Financials?",Bernie Sanders,AGAINST
People aren't the only ones keeping their distance from each other these days. The Democratic Party seems to want nothing to do with one of their own. #coronavirus #berniesanders,Bernie Sanders,AGAINST
"Bernie might have a processing disorder and is slow to comprehend.. like massively slow... like... if he went slower, he would go backward. #DemocraticDebate",Bernie Sanders,AGAINST
@ewarren did not shake @SenSanders hand after the debate. They exchanged a seemingly terse conversation and moved away. It was the only hand she didnt shake of the first four candidates she saw once the debate ended. #DemocraticDebate,Bernie Sanders,NONE
"If Bernie wins the nom, i am writing in Elizabeth Warren. I cannot stand him. #DemocraticDebate",Bernie Sanders,FAVOR
"Timing...past midnight we finally get 63% reporting & now #Sanders takes the lead! #Buttigieg longs about to get toasted in Iowa contract. And, ahem, 7 of past 9 #IowaCaucuses winners have gone on to win #DemocraticNomination.",Bernie Sanders,FAVOR
"Elizabeth Warren Is Completely Serious, about income inequality. About corporate power. About corrupt politics. And about being Americas next president. SHE IS A TRUE #DEMOCRAT WITH PROVABLE PLANS, @BERNIESANDERS IS AN EGOTISTICAL #INDEPENDENT DIVIDER",Bernie Sanders,AGAINST
"Remember how the #DNC made #Bernie their ""outreach"" person after #Debacle2016? So if it's true there are more Ds now than during that election, Neera can #ThankBernie for it!",Bernie Sanders,FAVOR
We will lose 2020 election because @ewarren @KamalaHarris @BernieSanders said the WILL take people's private insurance away @JulianCastro @CoryBooker @ewarren andmany Dems supports OPEN boarders DOA for General election. Talk about that!!!!!!!!!!,Bernie Sanders,AGAINST
"Yikes, #Bernie . Stating we dont know who are enemies are is a bad look. You already come off as crazy and clueless, dont openly give examples. #DemDebate",Bernie Sanders,AGAINST
"You're lying by claiming he has lied. I almost hope he does NOT release them until winning the primary now just to piss off rabid Bernie-haters like you that insinuate the Jewish candidate is hiding something, yet mysteriously never call out the 13 other candidates.",Bernie Sanders,FAVOR
"Chances are Bernie isnt going to make it past the primary, so I look forward to seeing your reaction when he suspends his campaign. #Election2020",Bernie Sanders,AGAINST
"Its not one incident though. Theres literal video evidence of a PLETHORA of incidents. What the fuck is wrong with your brain, @BernieSanders?",Bernie Sanders,FAVOR
"Glad @redlettermedia pointed out that people are freaking out about this movie, yet apparently missed that its about the importance of mental health care, and class warfare/equality. In short: #Joker is a #BernieBroor perhaps old-school Ron Paul(!?)",Bernie Sanders,FAVOR
Democratic debate: Sanders denies making 'a woman can't win' remark as Warren shades male candidates via @nypost #DemDebate #DemocraticDebate @TamarLapin,Bernie Sanders,NONE
"There goes MSM trying their old, failed tricks of trying to sway the public to believe their crap!Most Bernie supporters I know(as one, I know plenty) they are far from wanting to settle for the corporate shill, and most won't be fearmongered into it.#NotMeUs #Progressives #BigUs",Bernie Sanders,FAVOR
"Upon delivering the #Sander, we are more than happy to take you through how to use the equipment and provide helpful advice. #Wood Floor. #sander #sanders #hiring #wooden",Bernie Sanders,NONE
"#BernieSanders does not get a pass on a 30 year record of pandering to the NRA and gun lobby. The only non-Republican in the top 25: Bernie Sanders He accepted $11,129 in cash in 2016",Bernie Sanders,AGAINST
When I heard @aoc electrify Iowa farmers with talk of need for gov to acknowledge/act on historical flooding/climate change: I knew #Bernie was going to win Iowa.,Bernie Sanders,FAVOR
"Why does the @DNC allow an Independent to run for its presidential nomination? No, seriously. Why? #BernieSanders #MichaelBloomberg",Bernie Sanders,AGAINST
"Surprised that #Bernie and #pocahontas are the least interesting on the stage. Williamson, Delaney, Bullock, Buttigieg all seem to have MUCH better handle on the issues and much more realistic plans. #DemDebate",Bernie Sanders,AGAINST
@PNHP @sallypipes @AbdulElSayed @commonwealthfnd What do you think of this synopsis of tradeoffs for the @BernieSanders #singlepayer bill?,Bernie Sanders,NONE
Thank you so much for calling for Bernie! Not sure abt source of numbers. Do consider calling again this time if you have time - it is call to win week.,Bernie Sanders,FAVOR
MSM: Russia is helping Bernie Ok. But *what* is it that Russia is doing? #askingforafriend #BernieSanders #BernieIsARussianAsset #BernieKnew,Bernie Sanders,AGAINST
#Bernie your supporters openly calling to take land and subvert the system.. im no 2nd amendment lover but #masonbaird come on and try it #punk #walkthewalk,Bernie Sanders,AGAINST
Kapo #BernieSanders seeks the destruction of the State of Israel. A disgusting self-hating Jew thankfully will never become the president of the US but represents well the Democrats.,Bernie Sanders,AGAINST
Obama Reportedly Said He Will Intervene to Stop Bernie Sanders From Getting the Nomination #obama #bernie ~ #NewsandPolitics,Bernie Sanders,NONE
